"gameid","homeid","visitid","homescore","visitscore","year","seasontype","gamedate"
"313650116","116","399","64","65","2012","2","2011-12-31"
"313650235","235","2429","67","58","2012","2","2011-12-31"
"313652184","2184","2277","118","72","2012","2","2011-12-31"
"313652325","2325","42","73","55","2012","2","2011-12-31"
"320010058","58","164","67","65","2012","2","2012-01-01"
"320010221","221","2132","63","66","2012","2","2012-01-01"
"320020103","103","227","72","78","2012","2","2012-01-02"
"320020160","160","2378","76","82","2012","2","2012-01-02"
"320020399","399","42","88","63","2012","2","2012-01-02"
"320022066","2066","311","61","76","2012","2","2012-01-02"
"320022244","2244","2729","70","56","2012","2","2012-01-02"
"320022619","2619","261","65","59","2012","2","2012-01-02"
"320032230","2230","108","60","54","2012","2","2012-01-03"
"320032550","2550","41","75","63","2012","2","2012-01-03"
"320032599","2599","97","58","73","2012","2","2012-01-03"
"320040164","164","277","64","85","2012","2","2012-01-04"
"320040179","179","45","66","56","2012","2","2012-01-04"
"320040218","218","150","78","73","2012","2","2012-01-04"
"320040235","235","2633","69","51","2012","2","2012-01-04"
"320040248","248","202","70","69","2012","2","2012-01-04"
"320040295","295","2244","54","63","2012","2","2012-01-05"
"320042132","2132","87","71","55","2012","2","2012-01-04"
"320042168","2168","139","79","72","2012","2","2012-01-04"
"320042184","2184","2603","82","84","2012","2","2012-01-04"
"320042325","2325","2752","80","70","2012","2","2012-01-04"
"320042429","2429","257","75","70","2012","2","2012-01-04"
"320050042","42","160","56","49","2012","2","2012-01-05"
"320050113","113","2230","80","76","2012","2","2012-01-05"
"320050222","222","58","57","74","2012","2","2012-01-05"
"320050261","261","104","83","69","2012","2","2012-01-05"
"320052066","2066","2619","54","60","2012","2","2012-01-05"
"320052378","2378","399","72","89","2012","2","2012-01-05"
"320070005","5","235","59","62","2012","2","2012-01-07"
"320070097","97","87","65","67","2012","2","2012-01-07"
"320070139","139","45","78","56","2012","2","2012-01-07"
"320070164","164","41","67","60","2012","2","2012-01-07"
"320070218","218","2168","77","87","2012","2","2012-01-07"
"320070227","227","257","53","70","2012","2","2012-01-07"
"320070311","311","2378","89","70","2012","2","2012-01-07"
"320072132","2132","2599","55","57","2012","2","2012-01-07"
"320072184","2184","179","66","52","2012","2","2012-01-07"
"320072230","2230","2752","59","67","2012","2","2012-01-07"
"320072244","2244","2247","61","58","2012","2","2012-01-07"
"320072638","2638","248","70","50","2012","2","2012-01-07"
"320080042","42","261","59","72","2012","2","2012-01-08"
"320080104","104","2066","68","49","2012","2","2012-01-08"
"320082325","2325","113","82","75","2012","2","2012-01-08"
"320082619","2619","399","81","68","2012","2","2012-01-08"
"320090041","41","277","64","57","2012","2","2012-01-09"
"320090046","46","2132","64","68","2012","2","2012-01-09"
"320100087","87","58","60","49","2012","2","2012-01-10"
"320100219","219","2325","57","68","2012","2","2012-01-10"
"320102507","2507","97","90","59","2012","2","2012-01-10"
"320110045","45","227","69","61","2012","2","2012-01-11"
"320110113","113","2429","85","75","2012","2","2012-01-11"
"320110139","139","218","67","72","2012","2","2012-01-11"
"320110179","179","2168","81","73","2012","2","2012-01-11"
"320110221","221","164","39","62","2012","2","2012-01-11"
"320110235","235","2572","60","58","2012","2","2012-01-11"
"320110311","311","104","68","77","2012","2","2012-01-11"
"320110399","399","160","86","63","2012","2","2012-01-11"
"320112116","2116","248","74","63","2012","2","2012-01-11"
"320112378","2378","2619","49","89","2012","2","2012-01-11"
"320112603","2603","2230","80","62","2012","2","2012-01-11"
"320112752","2752","2184","78","50","2012","2","2012-01-11"
"320120261","261","2066","73","53","2012","2","2012-01-12"
"320122182","2182","2244","60","53","2012","2","2012-01-12"
"320130058","58","2550","56","55","2012","2","2012-01-13"
"320140087","87","41","53","67","2012","2","2012-01-14"
"320140097","97","305","76","59","2012","2","2012-01-14"
"320140108","108","45","69","48","2012","2","2012-01-14"
"320140113","113","2603","71","62","2012","2","2012-01-14"
"320140160","160","261","72","65","2012","2","2012-01-14"
"320140227","227","2184","71","78","2012","2","2012-01-14"
"320140248","248","235","55","89","2012","2","2012-01-14"
"320140256","256","2244","83","89","2012","2","2012-01-14"
"320140257","257","218","76","65","2012","2","2012-01-14"
"320140277","277","164","84","60","2012","2","2012-01-14"
"320140399","399","311","76","75","2012","2","2012-01-14"
"320142132","2132","222","82","78","2012","2","2012-01-14"
"320142168","2168","2325","79","75","2012","2","2012-01-14"
"320152066","2066","42","57","69","2012","2","2012-01-15"
"320160104","104","399","70","57","2012","2","2012-01-16"
"320160164","164","87","65","58","2012","2","2012-01-16"
"320160261","261","311","79","65","2012","2","2012-01-16"
"320160269","269","97","74","63","2012","2","2012-01-16"
"320170042","42","2378","74","57","2012","2","2012-01-17"
"320180041","41","2132","67","70","2012","2","2012-01-18"
"320180045","45","257","83","65","2012","2","2012-01-18"
"320180058","58","2599","64","49","2012","2","2012-01-18"
"320180218","218","2325","76","70","2012","2","2012-01-18"
"320182116","2116","235","68","67","2012","2","2012-01-18"
"320182184","2184","113","80","69","2012","2","2012-01-18"
"320182230","2230","227","66","64","2012","2","2012-01-18"
"320182244","2244","48","89","63","2012","2","2012-01-18"
"320182567","2567","248","70","54","2012","2","2012-01-18"
"320190261","261","399","73","69","2012","2","2012-01-19"
"320190311","311","42","49","63","2012","2","2012-01-19"
"320192378","2378","2066","64","58","2012","2","2012-01-19"
"320210045","45","2429","60","52","2012","2","2012-01-21"
"320210046","46","164","52","50","2012","2","2012-01-21"
"320210139","139","2184","68","41","2012","2","2012-01-21"
"320210179","179","2230","95","51","2012","2","2012-01-21"
"320210218","218","120","73","60","2012","2","2012-01-21"
"320210221","221","97","62","73","2012","2","2012-01-21"
"320210235","235","2567","63","45","2012","2","2012-01-21"
"320210248","248","151","82","76","2012","2","2012-01-21"
"320210257","257","113","68","79","2012","2","2012-01-21"
"320210277","277","2132","77","74","2012","2","2012-01-21"
"320210311","311","2619","52","58","2012","2","2012-01-21"
"320212168","2168","2752","87","72","2012","2","2012-01-21"
"320212244","2244","119","72","60","2012","2","2012-01-21"
"320212325","2325","227","80","66","2012","2","2012-01-21"
"320212633","2633","41","60","57","2012","2","2012-01-21"
"320220042","42","104","46","65","2012","2","2012-01-22"
"320220305","305","58","59","75","2012","2","2012-01-22"
"320222066","2066","160","49","64","2012","2","2012-01-22"
"320222378","2378","261","62","90","2012","2","2012-01-22"
"320232132","2132","183","53","60","2012","2","2012-01-23"
"320232244","2244","350","67","61","2012","2","2012-01-23"
"320240104","104","2378","83","48","2012","2","2012-01-24"
"320240269","269","58","67","47","2012","2","2012-01-24"
"320250097","97","222","84","74","2012","2","2012-01-25"
"320250160","160","311","69","80","2012","2","2012-01-25"
"320250164","164","305","64","69","2012","2","2012-01-25"
"320250227","227","179","66","72","2012","2","2012-01-25"
"320250235","235","242","73","51","2012","2","2012-01-25"
"320250257","257","2230","102","58","2012","2","2012-01-25"
"320250399","399","2066","74","68","2012","2","2012-01-25"
"320252275","2275","2244","50","55","2012","2","2012-01-25"
"320252325","2325","45","78","63","2012","2","2012-01-25"
"320252429","2429","218","57","79","2012","2","2012-01-25"
"320252603","2603","2168","77","63","2012","2","2012-01-25"
"320252619","2619","42","60","37","2012","2","2012-01-25"
"320280042","42","399","60","72","2012","2","2012-01-28"
"320280113","113","139","72","59","2012","2","2012-01-28"
"320280164","164","2132","61","54","2012","2","2012-01-28"
"320280179","179","257","62","47","2012","2","2012-01-28"
"320280218","218","2603","78","60","2012","2","2012-01-28"
"320280235","235","276","83","76","2012","2","2012-01-28"
"320280248","248","2638","81","76","2012","2","2012-01-28"
"320280311","311","2066","67","59","2012","2","2012-01-28"
"320282168","2168","227","81","86","2012","2","2012-01-28"
"320282184","2184","2325","68","71","2012","2","2012-01-28"
"320282230","2230","45","63","58","2012","2","2012-01-28"
"320282244","2244","256","89","79","2012","2","2012-01-28"
"320282550","2550","97","51","60","2012","2","2012-01-28"
"320290041","41","87","48","50","2012","2","2012-01-29"
"320290058","58","2507","81","78","2012","2","2012-01-29"
"320290261","261","160","77","60","2012","2","2012-01-29"
"320320005","5","248","80","69","2012","2","2012-02-01"
"320320045","45","2752","58","59","2012","2","2012-02-01"
"320320046","46","41","58","44","2012","2","2012-02-01"
"320320048","48","2244","65","60","2012","2","2012-02-01"
"320320104","104","261","67","68","2012","2","2012-02-01"
"320320160","160","42","52","51","2012","2","2012-02-01"
"320320218","218","2230","78","60","2012","2","2012-02-01"
"320320227","227","113","81","78","2012","2","2012-02-01"
"320320257","257","2603","60","70","2012","2","2012-02-01"
"320320399","399","2378","87","76","2012","2","2012-02-01"
"320322168","2168","2184","73","83","2012","2","2012-02-01"
"320322325","2325","2429","85","72","2012","2","2012-02-01"
"320322507","2507","164","78","67","2012","2","2012-02-01"
"320322572","2572","235","75","72","2012","2","2012-02-01"
"320322619","2619","2066","82","48","2012","2","2012-02-01"
"320350041","41","2550","69","46","2012","2","2012-02-04"
"320350045","45","113","75","86","2012","2","2012-02-04"
"320350046","46","58","75","45","2012","2","2012-02-04"
"320350097","97","164","78","66","2012","2","2012-02-04"
"320350139","139","2168","58","50","2012","2","2012-02-04"
"320350227","227","218","56","73","2012","2","2012-02-04"
"320350235","235","2752","72","68","2012","2","2012-02-04"
"320350261","261","42","82","56","2012","2","2012-02-04"
"320350399","399","2619","69","76","2012","2","2012-02-04"
"320352066","2066","104","53","68","2012","2","2012-02-04"
"320352132","2132","305","74","66","2012","2","2012-02-04"
"320352184","2184","257","81","72","2012","2","2012-02-04"
"320352230","2230","2429","62","69","2012","2","2012-02-04"
"320352244","2244","295","54","50","2012","2","2012-02-04"
"320352378","2378","311","76","77","2012","2","2012-02-04"
"320352603","2603","2325","70","66","2012","2","2012-02-04"
"320352655","2655","248","75","54","2012","2","2012-02-04"
"320370097","97","41","80","59","2012","2","2012-02-06"
"320370311","311","261","63","73","2012","2","2012-02-06"
"320370399","399","104","78","81","2012","2","2012-02-06"
"320382378","2378","42","70","76","2012","2","2012-02-07"
"320390058","58","221","63","51","2012","2","2012-02-08"
"320390113","113","179","76","67","2012","2","2012-02-08"
"320390151","151","235","59","70","2012","2","2012-02-08"
"320390164","164","2550","54","59","2012","2","2012-02-08"
"320390218","218","45","79","72","2012","2","2012-02-08"
"320390248","248","242","71","79","2012","2","2012-02-08"
"320390257","257","2325","78","76","2012","2","2012-02-08"
"320392244","2244","2275","72","62","2012","2","2012-02-08"
"320392599","2599","2132","54","76","2012","2","2012-02-08"
"320392752","2752","227","84","66","2012","2","2012-02-08"
"320400104","104","311","67","54","2012","2","2012-02-09"
"320400160","160","399","69","64","2012","2","2012-02-09"
"320402619","2619","2378","80","68","2012","2","2012-02-09"
"320420179","179","2184","69","48","2012","2","2012-02-11"
"320420183","183","41","85","67","2012","2","2012-02-11"
"320420202","202","248","72","48","2012","2","2012-02-11"
"320420218","218","2752","85","72","2012","2","2012-02-11"
"320420235","235","5","79","45","2012","2","2012-02-11"
"320420257","257","45","67","69","2012","2","2012-02-11"
"320420269","269","2132","95","78","2012","2","2012-02-11"
"320420277","277","97","74","77","2012","2","2012-02-11"
"320420311","311","399","68","76","2012","2","2012-02-11"
"320420350","350","2244","69","75","2012","2","2012-02-11"
"320422230","2230","2168","70","72","2012","2","2012-02-11"
"320422325","2325","139","51","59","2012","2","2012-02-11"
"320422429","2429","227","73","66","2012","2","2012-02-11"
"320422507","2507","58","48","55","2012","2","2012-02-11"
"320422603","2603","113","73","62","2012","2","2012-02-11"
"320430042","42","2066","62","60","2012","2","2012-02-12"
"320430261","261","2619","68","49","2012","2","2012-02-12"
"320432378","2378","160","60","66","2012","2","2012-02-12"
"320440097","97","183","51","52","2012","2","2012-02-13"
"320452244","2244","2670","62","61","2012","2","2012-02-14"
"320460041","41","305","80","54","2012","2","2012-02-15"
"320460042","42","311","64","50","2012","2","2012-02-15"
"320460058","58","222","65","51","2012","2","2012-02-15"
"320460087","87","164","71","53","2012","2","2012-02-15"
"320460139","139","257","64","50","2012","2","2012-02-15"
"320460179","179","218","70","76","2012","2","2012-02-15"
"320460227","227","2603","69","80","2012","2","2012-02-15"
"320460399","399","261","47","50","2012","2","2012-02-15"
"320462066","2066","2378","56","70","2012","2","2012-02-15"
"320462132","2132","2507","81","66","2012","2","2012-02-15"
"320462168","2168","2429","75","65","2012","2","2012-02-15"
"320462184","2184","2230","77","67","2012","2","2012-02-15"
"320462655","2655","235","64","82","2012","2","2012-02-15"
"320490041","41","269","64","79","2012","2","2012-02-18"
"320490045","45","2603","66","73","2012","2","2012-02-18"
"320490113","113","2325","71","72","2012","2","2012-02-18"
"320490139","139","2230","66","46","2012","2","2012-02-18"
"320490179","179","227","81","61","2012","2","2012-02-18"
"320490218","218","2184","78","59","2012","2","2012-02-18"
"320490235","235","2638","58","60","2012","2","2012-02-18"
"320490248","248","2572","73","71","2012","2","2012-02-18"
"320490257","257","2429","53","52","2012","2","2012-02-18"
"320490261","261","315","92","70","2012","2","2012-02-18"
"320490305","305","97","82","90","2012","2","2012-02-18"
"320490311","311","2368","71","77","2012","2","2012-02-18"
"320490399","399","2520","70","61","2012","2","2012-02-18"
"320492099","2099","2378","73","66","2012","2","2012-02-18"
"320492132","2132","2550","62","57","2012","2","2012-02-18"
"320492244","2244","2320","75","71","2012","2","2012-02-18"
"320492515","2515","2066","64","59","2012","2","2012-02-18"
"320492612","2612","42","51","67","2012","2","2012-02-18"
"320492752","2752","2168","86","83","2012","2","2012-02-18"
"320500164","164","183","64","74","2012","2","2012-02-19"
"320500221","221","58","47","56","2012","2","2012-02-19"
"320510222","222","41","70","73","2012","2","2012-02-20"
"320520042","42","2619","50","74","2012","2","2012-02-21"
"320520113","113","2752","80","73","2012","2","2012-02-21"
"320522066","2066","261","57","53","2012","2","2012-02-21"
"320530111","111","2244","85","82","2012","2","2012-02-22"
"320530183","183","58","56","48","2012","2","2012-02-22"
"320530235","235","151","70","47","2012","2","2012-02-22"
"320530269","269","164","82","65","2012","2","2012-02-22"
"320530276","276","248","66","58","2012","2","2012-02-22"
"320530311","311","160","71","58","2012","2","2012-02-22"
"320532184","2184","2168","62","74","2012","2","2012-02-22"
"320532230","2230","179","63","89","2012","2","2012-02-22"
"320532325","2325","218","79","80","2012","2","2012-02-22"
"320532378","2378","104","52","73","2012","2","2012-02-22"
"320532429","2429","45","72","62","2012","2","2012-02-22"
"320532603","2603","257","49","52","2012","2","2012-02-22"
"320542066","2066","399","63","74","2012","2","2012-02-23"
"320542132","2132","97","60","56","2012","2","2012-02-23"
"320560041","41","183","69","71","2012","2","2012-02-25"
"320560045","45","2184","56","51","2012","2","2012-02-25"
"320560104","104","42","64","55","2012","2","2012-02-25"
"320560227","227","139","64","62","2012","2","2012-02-25"
"320560248","248","2567","62","59","2012","2","2012-02-25"
"320560261","261","2378","80","49","2012","2","2012-02-25"
"320560276","276","235","67","87","2012","2","2012-02-25"
"320562168","2168","113","76","43","2012","2","2012-02-25"
"320562230","2230","2325","67","62","2012","2","2012-02-25"
"320562550","2550","164","72","77","2012","2","2012-02-25"
"320562603","2603","218","82","72","2012","2","2012-02-25"
"320562670","2670","2244","89","77","2012","2","2012-02-25"
"320562752","2752","257","65","57","2012","2","2012-02-25"
"320570058","58","2132","46","45","2012","2","2012-02-26"
"320570097","97","221","57","54","2012","2","2012-02-26"
"320570160","160","2066","58","49","2012","2","2012-02-26"
"320572619","2619","311","55","48","2012","2","2012-02-26"
"320590235","235","2116","84","55","2012","2","2012-02-28"
"320592507","2507","41","72","70","2012","2","2012-02-28"
"320610164","164","222","71","77","2012","2","2012-03-01"
"320612378","2066","2378","73","67","2012","2","2012-03-01"
"320630041","41","221","74","65","2012","2","2012-03-03"
"320630104","104","42","49","53","2012","2","2012-03-03"
"320630164","164","2599","61","58","2012","2","2012-03-03"
"320630202","202","235","66","78","2012","2","2012-03-03"
"320630261","311","261","40","50","2012","2","2012-03-03"
"320630399","399","160","63","45","2012","2","2012-03-03"
"320632244","2244","2247","61","59","2012","2","2012-03-03"
"320632619","2066","2619","69","78","2012","2","2012-03-03"
"320640261","42","261","73","77","2012","2","2012-03-04"
"320642619","399","2619","55","57","2012","2","2012-03-04"
"320642670","2244","2670","64","74","2012","2","2012-03-04"
"320660041","41","305","81","67","2012","2","2012-03-06"
"320660164","164","222","49","70","2012","2","2012-03-06"
"320670277","41","277","71","67","2012","2","2012-03-07"
"320680183","41","183","55","58","2012","2","2012-03-08"
"320680235","235","2638","65","47","2012","2","2012-03-08"
"320690235","235","2116","83","52","2012","2","2012-03-09"
"320700235","235","276","83","57","2012","2","2012-03-10"
"320702619","2619","261","43","51","2012","2","2012-03-10"
"320740399","399","2363","79","89","2012","2","2012-03-14"
"320742320","261","2320","71","59","2012","2","2012-03-14"
"320750066","41","66","64","77","2012","2","2012-03-15"
"320760153","261","153","58","77","2012","2","2012-03-16"
"320760235","235","139","54","61","2012","2","2012-03-16"
"323140041","41","127","66","62","2013","2","2012-11-09"
"323140164","164","2612","52","56","2013","2","2012-11-09"
"323140219","219","2378","80","75","2013","2","2012-11-09"
"323140227","227","2450","55","67","2013","2","2012-11-09"
"323140248","248","50","81","76","2013","2","2012-11-09"
"323140257","257","2335","84","42","2013","2","2012-11-09"
"323140326","326","2230","86","76","2013","2","2012-11-09"
"323140399","399","2184","69","66","2013","2","2012-11-09"
"323142244","2244","258","63","59","2013","2","2012-11-09"
"323142352","2352","2066","71","45","2013","2","2012-11-09"
"323142368","2368","2619","57","60","2013","2","2012-11-09"
"323142561","2561","261","53","54","2013","2","2012-11-09"
"323150042","42","2514","61","65","2013","2","2012-11-10"
"323150045","45","2754","73","80","2013","2","2012-11-10"
"323150058","58","2116","56","74","2013","2","2012-11-10"
"323150159","159","311","67","54","2013","2","2012-11-10"
"323152168","2168","2032","74","61","2013","2","2012-11-10"
"323152325","2325","48","73","66","2013","2","2012-11-10"
"323160046","46","2184","61","55","2013","2","2012-11-11"
"323160097","97","2363","79","51","2013","2","2012-11-11"
"323160194","194","399","82","60","2013","2","2012-11-11"
"323162066","2066","225","49","58","2013","2","2012-11-11"
"323162132","2132","2630","80","57","2013","2","2012-11-11"
"323162567","2567","2351","73","58","2013","2","2012-11-11"
"323170164","164","2529","88","62","2013","2","2012-11-12"
"323170221","221","2230","86","51","2013","2","2012-11-12"
"323170235","235","2454","81","66","2013","2","2012-11-12"
"323170259","259","227","69","50","2013","2","2012-11-12"
"323180023","23","248","75","77","2013","2","2012-11-13"
"323180041","41","261","67","49","2013","2","2012-11-13"
"323180113","113","108","67","64","2013","2","2012-11-13"
"323180116","116","42","70","63","2013","2","2012-11-13"
"323180257","257","350","101","58","2013","2","2012-11-13"
"323180264","264","399","62","63","2013","2","2012-11-13"
"323182083","2083","2244","61","56","2013","2","2012-11-13"
"323182116","2116","2011","85","56","2013","2","2012-11-13"
"323182132","2132","2400","102","60","2013","2","2012-11-13"
"323182309","2309","218","66","80","2013","2","2012-11-13"
"323182523","2230","2523","58","74","2013","2","2012-11-13"
"323190107","107","311","57","54","2013","2","2012-11-14"
"323192426","2426","2066","75","52","2013","2","2012-11-14"
"323200038","2168","38","57","67","2013","2","2012-11-15"
"323200097","97","2535","80","54","2013","2","2012-11-15"
"323200113","113","2507","77","75","2013","2","2012-11-15"
"323200257","257","2261","68","58","2013","2","2012-11-15"
"323202628","2628","2567","61","64","2013","2","2012-11-15"
"323210041","41","154","77","71","2013","2","2012-11-16"
"323210042","42","2529","62","47","2013","2","2012-11-16"
"323210058","58","2379","78","59","2013","2","2012-11-16"
"323210103","2168","103","87","71","2013","2","2012-11-16"
"323210113","113","152","76","94","2013","2","2012-11-16"
"323210163","163","164","52","58","2013","2","2012-11-16"
"323210349","349","2066","85","76","2013","2","2012-11-16"
"323212244","2244","2382","52","49","2013","2","2012-11-16"
"323220058","58","2350","68","50","2013","2","2012-11-17"
"323220104","104","45","59","72","2013","2","2012-11-17"
"323220111","111","261","55","66","2013","2","2012-11-17"
"323220218","218","242","77","63","2013","2","2012-11-17"
"323220227","227","194","58","69","2013","2","2012-11-17"
"323220235","235","2535","65","54","2013","2","2012-11-17"
"323220248","248","2755","87","47","2013","2","2012-11-17"
"323220311","311","225","68","70","2013","2","2012-11-17"
"323220326","326","2567","75","78","2013","2","2012-11-17"
"323220399","399","140","62","59","2013","2","2012-11-17"
"323230002","2168","2","73","63","2013","2","2012-11-18"
"323230058","58","2711","53","58","2013","2","2012-11-18"
"323230097","97","193","80","39","2013","2","2012-11-18"
"323230113","113","2633","69","83","2013","2","2012-11-18"
"323230135","135","257","72","57","2013","2","2012-11-18"
"323230167","2244","167","69","70","2013","2","2012-11-18"
"323230227","227","2550","55","60","2013","2","2012-11-18"
"323232066","2066","2612","62","54","2013","2","2012-11-18"
"323232116","2116","2542","53","50","2013","2","2012-11-18"
"323232132","2132","2448","93","39","2013","2","2012-11-18"
"323232325","2325","2115","74","81","2013","2","2012-11-18"
"323232352","399","2352","64","67","2013","2","2012-11-18"
"323232514","41","2514","89","83","2013","2","2012-11-18"
"323240041","41","167","60","66","2013","2","2012-11-19"
"323240219","2230","219","70","68","2013","2","2012-11-19"
"323242184","2184","256","90","88","2013","2","2012-11-19"
"323242514","2244","2514","74","58","2013","2","2012-11-19"
"323250042","42","2325","51","64","2013","2","2012-11-20"
"323250058","58","71","82","63","2013","2","2012-11-20"
"323250164","164","104","81","79","2013","2","2012-11-20"
"323250257","257","2747","64","58","2013","2","2012-11-20"
"323252116","2116","2393","61","75","2013","2","2012-11-20"
"323252132","2132","2097","91","72","2013","2","2012-11-20"
"323252184","2184","2449","43","57","2013","2","2012-11-20"
"323252217","2230","2217","71","74","2013","2","2012-11-20"
"323252569","2569","399","55","83","2013","2","2012-11-20"
"323260087","87","45","65","48","2013","2","2012-11-21"
"323260261","261","43","65","52","2013","2","2012-11-21"
"323262184","2184","2754","84","74","2013","2","2012-11-21"
"323262550","2550","311","76","49","2013","2","2012-11-21"
"323270235","235","2670","65","78","2013","2","2012-11-22"
"323272460","97","2460","51","46","2013","2","2012-11-22"
"323280057","57","2116","79","66","2013","2","2012-11-23"
"323280097","97","142","84","61","2013","2","2012-11-23"
"323280227","227","2352","54","58","2013","2","2012-11-23"
"323280235","235","135","75","84","2013","2","2012-11-23"
"323282132","2132","66","78","70","2013","2","2012-11-23"
"323290042","42","2115","80","77","2013","2","2012-11-24"
"323290045","45","2275","80","56","2013","2","2012-11-24"
"323290097","97","150","71","76","2013","2","2012-11-24"
"323290195","195","257","73","48","2013","2","2012-11-24"
"323292168","2168","2363","66","58","2013","2","2012-11-24"
"323292244","2244","104","48","45","2013","2","2012-11-24"
"323292460","235","2460","52","47","2013","2","2012-11-24"
"323292483","2132","2483","77","66","2013","2","2012-11-24"
"323300002","2","227","72","78","2013","2","2012-11-25"
"323300041","41","2619","73","62","2013","2","2012-11-25"
"323300218","218","48","80","75","2013","2","2012-11-25"
"323300222","2325","222","77","74","2013","2","2012-11-25"
"323300311","311","2561","72","66","2013","2","2012-11-25"
"323302430","2430","164","80","87","2013","2","2012-11-25"
"323310045","45","116","56","65","2013","2","2012-11-26"
"323310056","56","58","54","63","2013","2","2012-11-26"
"323310399","399","2681","66","63","2013","2","2012-11-26"
"323320108","108","261","78","85","2013","2","2012-11-27"
"323330111","111","311","73","76","2013","2","2012-11-28"
"323330227","227","2244","52","55","2013","2","2012-11-28"
"323330256","256","45","53","54","2013","2","2012-11-28"
"323330257","257","2729","86","78","2013","2","2012-11-28"
"323332026","2026","2184","72","73","2013","2","2012-11-28"
"323332084","2084","218","39","54","2013","2","2012-11-28"
"323332168","2168","2692","61","62","2013","2","2012-11-28"
"323332561","2561","113","63","64","2013","2","2012-11-28"
"323340041","41","160","61","53","2013","2","2012-11-29"
"323340043","43","42","51","60","2013","2","2012-11-29"
"323340235","235","2630","93","65","2013","2","2012-11-29"
"323342230","2230","2363","58","65","2013","2","2012-11-29"
"323342520","2520","2325","52","63","2013","2","2012-11-29"
"323350058","58","61","64","53","2013","2","2012-11-30"
"323360042","42","107","48","45","2013","2","2012-12-01"
"323360097","97","2287","69","66","2013","2","2012-12-01"
"323360108","108","2230","73","64","2013","2","2012-12-01"
"323360113","113","2390","62","75","2013","2","2012-12-01"
"323360145","145","164","80","67","2013","2","2012-12-01"
"323360218","218","2681","70","62","2013","2","2012-12-01"
"323360227","227","261","76","66","2013","2","2012-12-01"
"323360257","257","154","62","60","2013","2","2012-12-01"
"323362116","2116","53","90","62","2013","2","2012-12-01"
"323362132","2132","333","58","56","2013","2","2012-12-01"
"323362168","2168","2459","60","43","2013","2","2012-12-01"
"323362184","2184","311","87","73","2013","2","2012-12-01"
"323362561","2561","399","56","69","2013","2","2012-12-01"
"323370045","45","2363","67","55","2013","2","2012-12-02"
"323370120","2244","120","62","69","2013","2","2012-12-02"
"323390041","41","152","65","69","2013","2","2012-12-04"
"323390071","71","45","72","68","2013","2","2012-12-04"
"323390111","111","113","66","72","2013","2","2012-12-04"
"323390232","232","97","38","80","2013","2","2012-12-04"
"323390295","295","257","53","80","2013","2","2012-12-04"
"323392244","2244","2378","74","63","2013","2","2012-12-04"
"323392329","2329","2230","81","63","2013","2","2012-12-04"
"323400009","9","42","71","63","2013","2","2012-12-05"
"323400197","197","58","61","49","2013","2","2012-12-05"
"323400221","2184","221","45","66","2013","2","2012-12-05"
"323400222","222","218","61","76","2013","2","2012-12-05"
"323400235","235","195","84","58","2013","2","2012-12-05"
"323400261","261","119","64","68","2013","2","2012-12-05"
"323400333","333","2168","76","81","2013","2","2012-12-05"
"323400399","399","2597","77","73","2013","2","2012-12-05"
"323402325","2325","213","82","57","2013","2","2012-12-05"
"323412132","2132","2031","87","53","2013","2","2012-12-06"
"323412507","2507","227","72","57","2013","2","2012-12-06"
"323420041","41","108","57","49","2013","2","2012-12-07"
"323430045","45","2306","62","65","2013","2","2012-12-08"
"323430097","97","140","99","47","2013","2","2012-12-08"
"323430111","111","2325","64","66","2013","2","2012-12-08"
"323430150","218","150","67","90","2013","2","2012-12-08"
"323430164","164","314","81","73","2013","2","2012-12-08"
"323430235","235","2046","83","65","2013","2","2012-12-08"
"323430256","256","257","82","83","2013","2","2012-12-08"
"323432132","2132","2379","92","60","2013","2","2012-12-08"
"323432142","2142","399","61","67","2013","2","2012-12-08"
"323432168","2168","193","83","61","2013","2","2012-12-08"
"323432184","2184","2443","88","70","2013","2","2012-12-08"
"323432244","2244","2460","77","82","2013","2","2012-12-08"
"323432514","2514","261","46","53","2013","2","2012-12-08"
"323432599","2599","2230","58","47","2013","2","2012-12-08"
"323440161","161","42","59","69","2013","2","2012-12-09"
"323460164","164","45","68","65","2013","2","2012-12-11"
"323462184","2184","277","60","56","2013","2","2012-12-11"
"323470218","218","119","72","61","2013","2","2012-12-12"
"323470261","261","159","52","50","2013","2","2012-12-12"
"323470315","315","42","75","59","2013","2","2012-12-12"
"323470399","399","2569","70","61","2013","2","2012-12-12"
"323472116","2116","2065","72","62","2013","2","2012-12-12"
"323490295","295","2116","71","75","2013","2","2012-12-14"
"323500113","113","2210","78","73","2013","2","2012-12-15"
"323500227","227","2567","72","50","2013","2","2012-12-15"
"323500235","235","97","78","87","2013","2","2012-12-15"
"323500242","242","42","51","58","2013","2","2012-12-15"
"323500257","257","56","76","57","2013","2","2012-12-15"
"323500276","276","2132","56","72","2013","2","2012-12-15"
"323502083","2083","2325","74","66","2013","2","2012-12-15"
"323502168","2168","2226","81","56","2013","2","2012-12-15"
"323502230","2230","163","63","60","2013","2","2012-12-15"
"323502523","2523","2184","91","69","2013","2","2012-12-15"
"323510164","164","5","88","79","2013","2","2012-12-16"
"323510315","315","261","68","58","2013","2","2012-12-16"
"323520041","41","2379","84","50","2013","2","2012-12-17"
"323520218","218","2016","63","46","2013","2","2012-12-17"
"323530058","58","2754","72","54","2013","2","2012-12-18"
